Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Unemployed,35-44,High School,Technology,Rural,Low,9,64600,2028-04-02
Employed,55+,Diploma,Retail,Urban,Medium,27,33200,2028-05-02
Employed,35-44,Master’s,Fintech,Bangalore,High,Unknown,148400,2028-06-02
Unemployed,Unknown,Unknown,Technology,Bangalore,High,Unknown,33200,2028-07-02
Employed,25-34,PhD,Finance,Mumbai,Low,19,91700,2028-08-02
Unknown,25-34,PhD,Healthcare,Suburban,Low,13,33200,2028-09-02
Unemployed,35-44,Master’s,Healthcare,Urban,Low,24,33200,2028-10-02
Employed,45-54,Master’s,Healthcare,Rural,Low,Unknown,115200,2028-11-02
Unemployed,18-24,Master’s,Healthcare,Rural,Medium,Unknown,38500,2028-12-02
Unemployed,18-24,Bachelor's,Retail,Urban,High,24,104600,
Unknown,55+,High School,Healthcare,Mumbai,Low,16,90500,
Employed,Unknown,PhD,Healthcare,Hyderabad,Unknown,Unknown,77400,
Unemployed,18-24,Bachelor's,Retail,Mumbai,High,Unknown,33800,
Unemployed,Unknown,PhD,Education,Unknown,Medium,2,42700,
Unknown,18-24,Unknown,Technology,Bangalore,Low,3,141800,
Employed,45-54,Unknown,Education,Hyderabad,High,8,50900,
Employed,Unknown,Unknown,Technology,Rural,Medium,Unknown,89900,
Employed,45-54,High School,Healthcare,Mumbai,Unknown,Unknown,33200,
Employed,45-54,PhD,Healthcare,Suburban,High,Unknown,17800,
Unknown,18-24,Bachelor's,unknown,Bangalore,Medium,Unknown,22700,
Unknown,18-24,Bachelor's,Technology,Suburban,Unknown,Unknown,46700,
Unemployed,25-34,PhD,Retail,Unknown,Unknown,16,50900,
Unemployed,25-34,Master’s,Healthcare,Delhi,Medium,10,33200,
Unemployed,35-44,High School,Retail,Suburban,Low,2,145300,
Employed,18-24,Master’s,Technology,Rural,Low,Unknown,63500,
Employed,18-24,Diploma,Finance,Suburban,Low,Unknown,16100,
Unemployed,35-44,PhD,Retail,Suburban,Medium,Unknown,105600,2028-01-03
Employed,35-44,Master’s,Retail,Bangalore,Unknown,Unknown,33200,2028-02-03
Employed,55+,Diploma,Technology,Bangalore,High,8,51100,2028-03-03
Employed,45-54,Bachelor's,Retail,Rural,Unknown,Unknown,6400,2028-04-03
Employed,18-24,PhD,Fintech,Urban,Low,24,33200,2028-05-03
Unemployed,55+,High School,Healthcare,Rural,High,Unknown,7600,2028-06-03
Unemployed,55+,Master’s,Education,Suburban,Medium,Unknown,122800,2028-07-03
Unemployed,18-24,PhD,Finance,Rural,Medium,8,61500,2028-08-03
Unemployed,55+,High School,Healthcare,Delhi,Unknown,3,33200,2028-09-03
Employed,35-44,Diploma,Retail,Bangalore,High,2,56700,2028-10-03
Unknown,25-34,High School,unknown,Urban,Unknown,Unknown,42400,2028-11-03
Unknown,55+,Bachelor's,Retail,Unknown,High,Unknown,69700,2028-12-03
Unemployed,Unknown,Bachelor's,Retail,Urban,Medium,1,149600,
Unemployed,35-44,Master’s,Retail,Urban,Unknown,22,49600,
Unemployed,55+,Master’s,Retail,Bangalore,Low,Unknown,33200,
Unemployed,25-34,Bachelor's,Fintech,Delhi,Medium,7,24100,
Unemployed,25-34,PhD,Technology,Mumbai,High,Unknown,33200,
Employed,35-44,Master’s,Fintech,Bangalore,High,Unknown,32900,
Unemployed,25-34,Diploma,Retail,Rural,High,Unknown,114500,
Employed,25-34,PhD,Finance,Urban,High,28,124800,
Unemployed,18-24,PhD,Education,Urban,Medium,14,33200,
Unknown,Unknown,Bachelor's,Technology,Mumbai,Low,Unknown,33200,
Employed,45-54,Master’s,Retail,Urban,Low,27,33200,
Employed,Unknown,Bachelor's,Healthcare,Urban,Medium,1,33200,
Employed,18-24,Bachelor's,Education,Bangalore,Low,Unknown,25900,
Unknown,35-44,Master’s,Retail,Unknown,Medium,Unknown,32600,
Unknown,18-24,High School,Technology,Rural,Medium,Unknown,98400,
Employed,25-34,Unknown,unknown,Mumbai,High,20,102300,
Unemployed,18-24,Bachelor's,Healthcare,Unknown,Low,Unknown,96200,
Employed,25-34,PhD,Technology,Mumbai,Low,7,33200,
Unknown,18-24,Diploma,Retail,Suburban,Low,26,71700,
Employed,35-44,High School,Retail,Unknown,High,20,146600,2028-01-04
Unemployed,18-24,High School,unknown,Urban,Low,Unknown,53400,2028-02-04
Unknown,35-44,Bachelor's,Technology,Hyderabad,Low,27,33200,2028-03-04
Unemployed,Unknown,Bachelor's,Fintech,Hyderabad,High,18,133500,2028-04-04
Employed,45-54,Bachelor's,Retail,Bangalore,Low,Unknown,78200,2028-05-04
Unemployed,18-24,Diploma,Retail,Urban,Low,Unknown,48400,2028-06-04
Employed,18-24,Unknown,Retail,Mumbai,Low,21,15000,2028-07-04
Unknown,18-24,Bachelor's,Retail,Bangalore,Unknown,16,77400,2028-08-04
Unemployed,25-34,Master’s,Retail,Urban,Low,Unknown,147300,2028-09-04
Unknown,55+,Bachelor's,Finance,Delhi,Unknown,7,14300,2028-10-04
Unemployed,18-24,PhD,Healthcare,Urban,Low,Unknown,63800,2028-11-04
Employed,18-24,PhD,Technology,Urban,Low,Unknown,88000,2028-12-04
Unemployed,Unknown,PhD,Technology,Suburban,Low,Unknown,70700,
Employed,Unknown,PhD,Finance,Urban,Low,2,33200,
Employed,25-34,Bachelor's,unknown,Hyderabad,Unknown,Unknown,33200,
Unemployed,45-54,Bachelor's,Technology,Urban,High,5,33200,
Unknown,18-24,Unknown,Healthcare,Urban,Medium,26,33200,
Employed,18-24,Bachelor's,Technology,Unknown,Low,28,33200,
Unemployed,25-34,PhD,Healthcare,Urban,High,24,26900,
Employed,18-24,PhD,Retail,Delhi,Unknown,1,59700,
Unemployed,35-44,PhD,Technology,Delhi,Unknown,9,24900,
Unknown,25-34,Unknown,Retail,Urban,High,16,50200,
Unemployed,Unknown,PhD,Technology,Urban,Low,Unknown,28100,
Employed,18-24,Master’s,Technology,Bangalore,Medium,Unknown,35900,
Unemployed,25-34,Diploma,Fintech,Urban,Medium,29,45100,
Employed,55+,High School,Healthcare,Unknown,High,Unknown,33200,
Unknown,18-24,Master’s,Retail,Mumbai,Low,0,63700,
Employed,55+,Master’s,Finance,Bangalore,Medium,3,127700,
Unemployed,Unknown,Master’s,Education,Urban,Unknown,Unknown,55100,
Unemployed,25-34,Bachelor's,unknown,Urban,Unknown,Unknown,120000,
Unknown,25-34,PhD,Healthcare,Rural,High,15,33200,2028-01-05
Unemployed,18-24,PhD,Fintech,Urban,High,20,34900,2028-02-05
Unknown,Unknown,Master’s,Retail,Delhi,Unknown,Unknown,17300,2028-03-05
Unemployed,18-24,PhD,Healthcare,Delhi,Unknown,Unknown,90700,2028-04-05
Employed,25-34,Unknown,Finance,Mumbai,High,Unknown,131900,2028-05-05
Unemployed,55+,Bachelor's,Retail,Urban,Low,5,74400,2028-06-05
Employed,25-34,PhD,Education,Urban,Medium,23,105600,2028-07-05
Employed,25-34,Master’s,Retail,Urban,Unknown,Unknown,129100,2028-08-05
Employed,55+,High School,Healthcare,Unknown,Medium,Unknown,110400,2028-09-05
Employed,55+,PhD,Finance,Suburban,Low,22,82800,2028-10-05
Employed,35-44,High School,Technology,Suburban,Medium,1,26000,2028-11-05
Unemployed,18-24,High School,Healthcare,Bangalore,High,27,145000,2028-12-05
Unemployed,35-44,High School,Healthcare,Rural,Medium,20,33200,
Unemployed,Unknown,Bachelor's,Healthcare,Rural,Low,Unknown,47400,
Unemployed,45-54,PhD,Retail,Delhi,Low,21,43600,
Unknown,Unknown,Unknown,Technology,Delhi,Low,Unknown,127400,
Employed,45-54,Bachelor's,unknown,Hyderabad,Unknown,Unknown,13400,
Unemployed,18-24,PhD,Finance,Unknown,Medium,14,94300,
Unemployed,55+,Bachelor's,Education,Mumbai,Medium,28,97000,
Unemployed,25-34,High School,unknown,Mumbai,High,13,62100,
Employed,18-24,Bachelor's,Finance,Unknown,High,24,130100,
Unemployed,18-24,Master’s,Technology,Urban,Low,17,92500,
Unemployed,18-24,PhD,Education,Delhi,Medium,Unknown,140700,
Employed,25-34,Master’s,Healthcare,Bangalore,High,Unknown,52700,
Employed,45-54,PhD,Finance,Delhi,High,10,74700,
Employed,Unknown,Master’s,Education,Bangalore,Medium,Unknown,142800,
Employed,35-44,Diploma,Retail,Unknown,Unknown,13,118100,
Unemployed,25-34,Master’s,unknown,Suburban,High,26,121500,
Unemployed,18-24,Bachelor's,Technology,Suburban,High,28,27700,
Employed,18-24,High School,Healthcare,Bangalore,Medium,Unknown,126600,
Employed,35-44,Master’s,Retail,Rural,Medium,7,25500,
Employed,45-54,PhD,Retail,Suburban,High,18,143000,2028-01-06
Employed,18-24,PhD,Finance,Bangalore,Medium,16,106600,2028-02-06
Unknown,18-24,Bachelor's,Healthcare,Unknown,High,14,84900,2028-03-06
Unknown,Unknown,High School,Healthcare,Mumbai,Low,21,33200,2028-04-06
Unemployed,Unknown,High School,Finance,Hyderabad,High,27,51100,2028-05-06
Unknown,18-24,Bachelor's,Retail,Bangalore,High,11,86200,2028-06-06
Employed,Unknown,PhD,Healthcare,Urban,Medium,Unknown,133400,2028-07-06
Unknown,Unknown,Bachelor's,Retail,Urban,Low,Unknown,132700,2028-08-06
Employed,Unknown,Unknown,unknown,Urban,Low,Unknown,26600,2028-09-06
Employed,25-34,Bachelor's,Finance,Suburban,Unknown,Unknown,100100,2028-10-06
Employed,25-34,PhD,Healthcare,Mumbai,Medium,26,49200,2028-11-06
Unknown,55+,Diploma,Retail,Hyderabad,Medium,Unknown,146000,2028-12-06
Unemployed,18-24,PhD,Healthcare,Rural,Medium,19,146200,
Employed,Unknown,Master’s,Fintech,Bangalore,Low,Unknown,51200,
Employed,18-24,PhD,Retail,Unknown,Low,Unknown,15400,
Unknown,25-34,Bachelor's,Retail,Delhi,Low,12,14900,
Unemployed,55+,Bachelor's,Education,Urban,Low,Unknown,9000,
Employed,25-34,PhD,Finance,Hyderabad,Low,Unknown,113000,
Employed,25-34,PhD,Technology,Unknown,Unknown,22,102200,
Unknown,35-44,Master’s,Education,Unknown,Low,Unknown,31600,
Employed,25-34,High School,Retail,Mumbai,High,22,92500,
Unemployed,25-34,High School,unknown,Unknown,Medium,Unknown,43300,
